Union ID,Loci,Union length,Occupancy score,Occupancy frequency,Constitutive,Genomic feature,Motif
58958,chr3:152089043-152089636,593,1274,0.948,Y,Intergenic,chr3:152089405-152089424(-)
58963,chr3:152110990-152111504,514,1151,0.856,Y,Intron:Gipc2,chr3:152111226-152111245(+)
58997,chr3:152259457-152259871,414,1230,0.915,Y,Intron:Nexn,chr3:152259629-152259648(+)
59031,chr3:152395295-152396213,918,1249,0.929,Y,"Promoter:Zzz3,Gm43857;Exon:Zzz3;Intron:Zzz3","chr3:152395901-152395920(+),chr3:152396050-152396069(+),chr3:152395898-152395917(+)"
59042,chr3:152474540-152474978,438,1197,0.891,Y,Intron:Ak5,"chr3:152474798-152474817(+),chr3:152474529-152474548(-)"
59081,chr3:152749475-152750122,647,1181,0.879,Y,Intron:Pigk,chr3:152749788-152749807(-)
59084,chr3:152760981-152761568,587,1166,0.868,Y,Intron:Pigk,chr3:152761308-152761327(+)
59087,chr3:152783595-152784174,579,1287,0.958,Y,Promoter:Rpl29-ps1;Intron:Pigk,"chr3:152783838-152783857(+),chr3:152783933-152783952(+)"
59110,chr3:152958177-152958947,770,1248,0.929,Y,Intron:St6galnac5,chr3:152958515-152958534(-)
59145,chr3:153250471-153251023,552,1260,0.938,Y,Intron:St6galnac3,chr3:153250777-153250796(-)
59178,chr3:153501284-153502276,992,1171,0.871,Y,Intron:St6galnac3,chr3:153501661-153501680(-)
59197,chr3:153655022-153655534,512,1209,0.9,Y,Intron:St6galnac3,chr3:153655299-153655318(-)
59225,chr3:153806263-153806910,647,1287,0.958,Y,Intergenic,chr3:153806548-153806567(-)
59231,chr3:153835628-153836295,667,1282,0.954,Y,Intergenic,chr3:153835858-153835877(-)
59237,chr3:153904453-153905035,582,1136,0.845,Y,Promoter:Msh4;Exon:Msh4;Intron:Msh4,chr3:153904729-153904748(+)
59254,chr3:153959327-153959869,542,1224,0.911,Y,Intergenic,chr3:153959585-153959604(+)
59256,chr3:153968493-153968996,503,1209,0.9,Y,Intergenic,"chr3:153968726-153968745(+),chr3:153968645-153968664(+),chr3:153968780-153968799(+),chr3:153968806-153968825(+)"
59258,chr3:153984259-153984775,516,1136,0.845,Y,Intron:Slc44a5,chr3:153984584-153984603(+)
59288,chr3:154269506-154270206,700,1309,0.974,Y,Exon:Slc44a5;Intron:Slc44a5,"chr3:154269910-154269929(+),chr3:154269969-154269988(-)"
59317,chr3:154572280-154572920,640,1273,0.947,Y,Intergenic,"chr3:154572507-154572526(-),chr3:154572509-154572528(+)"
59318,chr3:154596160-154597388,1228,1313,0.977,Y,"Promoter:Cryz,Tyw3;Exon:Cryz,Tyw3;Intron:Cryz,Tyw3","chr3:154596795-154596814(-),chr3:154596854-154596873(+),chr3:154596987-154597006(-),chr3:154596628-154596647(+)"
59325,chr3:154652936-154653655,719,1166,0.868,Y,Intergenic,chr3:154653206-154653225(+)
59339,chr3:154817713-154818201,488,1221,0.908,Y,Intron:Tnni3k,
59425,chr3:156643765-156644330,565,1117,0.831,Y,Promoter:Gm42946;Intron:Negr1,chr3:156644147-156644166(-)
59504,chr3:157717343-157717979,636,1286,0.957,Y,Intergenic,chr3:157717737-157717756(-)
59519,chr3:157876480-157877417,937,1246,0.927,Y,Intergenic,chr3:157876968-157876987(+)
59544,chr3:158076380-158077196,816,1143,0.85,Y,Promoter:B230334C09Rik,chr3:158076835-158076854(-)
59708,chr4:3810049-3810796,747,1147,0.853,Y,Promoter:9430025C20Rik,chr4:3810410-3810429(-)
59716,chr4:3835556-3836018,462,1115,0.83,Y,"Promoter:Rps20,Gm24016;Exon:Rps20",
59731,chr4:3929492-3930039,547,1317,0.98,Y,Intron:Plag1,"chr4:3929768-3929787(+),chr4:3929762-3929781(-)"
59737,chr4:3967403-3968185,782,1332,0.991,Y,Intergenic,chr4:3967714-3967733(-)
59738,chr4:3974652-3975554,902,1152,0.857,Y,Promoter:Gm11808,chr4:3975173-3975192(+)
59753,chr4:4139858-4140614,756,1226,0.912,Y,"Promoter:Penk,A830012C17Rik;Intron:A830012C17Rik",chr4:4140270-4140289(+)
59841,chr4:5645992-5646683,691,1138,0.847,Y,Promoter:Fam110b;Intron:Fam110b,chr4:5646361-5646380(+)
59878,chr4:6225143-6225950,807,1276,0.949,Y,Intergenic,chr4:6225471-6225490(+)
59904,chr4:6427330-6428266,936,1230,0.915,Y,Intron:Nsmaf,"chr4:6427593-6427612(-),chr4:6427701-6427720(-),chr4:6428114-6428133(+)"
59905,chr4:6434119-6435064,945,1123,0.836,Y,Exon:Nsmaf;Intron:Nsmaf,chr4:6434697-6434716(+)
59918,chr4:6512955-6513445,490,1203,0.895,Y,Intergenic,chr4:6513171-6513190(+)
59919,chr4:6514758-6515263,505,1196,0.89,Y,Intergenic,chr4:6514975-6514994(-)
59926,chr4:6561361-6562341,980,1264,0.94,Y,Intergenic,chr4:6561743-6561762(+)
59935,chr4:6688429-6689174,745,1194,0.888,Y,"Promoter:Gm11802;Exon:Tox;Intron:Gm11802,Tox","chr4:6688786-6688805(+),chr4:6688784-6688803(-)"
60016,chr4:8005123-8005820,697,1182,0.879,Y,Intergenic,chr4:8005356-8005375(-)
60018,chr4:8084687-8085338,651,1230,0.915,Y,Intergenic,chr4:8085125-8085144(-)
60048,chr4:8380451-8381267,816,1165,0.867,Y,Intergenic,chr4:8380846-8380865(+)
60057,chr4:8432354-8432880,526,1114,0.829,Y,Intergenic,chr4:8432592-8432611(+)
60078,chr4:8598077-8599127,1050,1119,0.833,Y,Intron:Rab2a,"chr4:8598607-8598626(-),chr4:8598609-8598628(+)"
60094,chr4:8666343-8667087,744,1301,0.968,Y,Intergenic,chr4:8666981-8667000(-)
60188,chr4:9027537-9028492,955,1197,0.891,Y,Intergenic,"chr4:9028488-9028507(+),chr4:9027931-9027950(-)"
60203,chr4:9096855-9097472,617,1317,0.98,Y,Intergenic,chr4:9097239-9097258(-)
60215,chr4:9135526-9136454,928,1311,0.975,Y,Intergenic,chr4:9135964-9135983(+)
60252,chr4:9456311-9456792,481,1206,0.897,Y,Intron:Asph,chr4:9456546-9456565(-)
60268,chr4:9609570-9610600,1030,1212,0.902,Y,Intron:Asph,chr4:9610163-9610182(+)
60282,chr4:9665571-9666061,490,1202,0.894,Y,Intron:Asph,"chr4:9665823-9665842(-),chr4:9665864-9665883(+)"
60293,chr4:9770484-9771595,1111,1213,0.903,Y,Promoter:4930412C18Rik;Exon:4930412C18Rik;Intron:4930412C18Rik,"chr4:9771309-9771328(-),chr4:9770856-9770875(-)"
60294,chr4:9780062-9780713,651,1257,0.935,Y,Intron:4930412C18Rik,"chr4:9780354-9780373(+),chr4:9780383-9780402(+)"
60297,chr4:9825077-9826035,958,1305,0.971,Y,Intergenic,"chr4:9825822-9825841(+),chr4:9825234-9825253(+)"
60299,chr4:9841082-9841699,617,1225,0.911,Y,Intergenic,chr4:9841322-9841341(+)
60372,chr4:10835332-10836261,929,1250,0.93,Y,Intergenic,chr4:10835695-10835714(-)
60384,chr4:10896725-10897272,547,1167,0.868,Y,Intron:2610301B20Rik,chr4:10897063-10897082(+)
60390,chr4:10912377-10913014,637,1280,0.952,Y,Intergenic,"chr4:10912664-10912683(+),chr4:10912798-10912817(+)"
60423,chr4:11025996-11026746,750,1261,0.938,Y,Intergenic,chr4:11026416-11026435(+)
60433,chr4:11075774-11076531,757,1114,0.829,Y,Promoter:Ndufaf6;Exon:Ndufaf6;Intron:Ndufaf6,
60469,chr4:11166489-11167044,555,1282,0.954,Y,Intron:Trp53inp1,chr4:11166709-11166728(-)
60528,chr4:11453762-11454261,499,1165,0.867,Y,Intergenic,chr4:11454002-11454021(-)
60553,chr4:11550099-11550583,484,1159,0.862,Y,Exon:1110037F02Rik,chr4:11550331-11550350(+)
60571,chr4:11624938-11625466,528,1171,0.871,Y,Intergenic,"chr4:11624961-11624980(+),chr4:11625172-11625191(-)"
60572,chr4:11627754-11628628,874,1175,0.874,Y,Intergenic,"chr4:11628170-11628189(+),chr4:11627983-11628002(-),chr4:11628548-11628567(+)"
60618,chr4:11929297-11929801,504,1214,0.903,Y,Promoter:Gm22477,chr4:11929571-11929590(+)
60627,chr4:12008086-12008918,832,1137,0.846,Y,Promoter:Gm11840;Exon:Gm11840;Intron:Gm11840,chr4:12008685-12008704(+)
60633,chr4:12034827-12035559,732,1141,0.849,Y,Exon:Gm11842;Intron:Gm11842,"chr4:12035192-12035211(+),chr4:12035034-12035053(-),chr4:12035200-12035219(-)"
60657,chr4:12240904-12241342,438,1286,0.957,Y,Intergenic,chr4:12241111-12241130(+)
60844,chr4:14921967-14922671,704,1288,0.958,Y,Intergenic,"chr4:14922202-14922221(-),chr4:14922164-14922183(-)"
60849,chr4:14960526-14961418,892,1129,0.84,Y,Intron:Necab1,chr4:14961042-14961061(+)
60890,chr4:15328455-15329121,666,1189,0.885,Y,Intergenic,chr4:15328698-15328717(+)
60929,chr4:15956984-15958499,1515,1337,0.995,Y,Promoter:Nbn;Exon:Nbn;Intron:Nbn,"chr4:15957891-15957910(+),chr4:15957273-15957292(-),chr4:15958213-15958232(-),chr4:15958063-15958082(-)"
61132,chr4:19901094-19901694,600,1283,0.955,Y,Intron:Atp6v0d2,chr4:19901299-19901318(-)
61139,chr4:19951947-19952453,506,1145,0.852,Y,Intergenic,chr4:19952188-19952207(-)
61160,chr4:20121998-20122770,772,1257,0.935,Y,Exon:Nkain3;Intron:Nkain3,chr4:20122515-20122534(+)
61205,chr4:21367975-21368872,897,1250,0.93,Y,Intergenic,chr4:21368423-21368442(-)
61233,chr4:21695863-21696306,443,1240,0.923,Y,Intergenic,"chr4:21696083-21696102(-),chr4:21696205-21696224(-)"
61242,chr4:21726824-21728127,1303,1137,0.846,Y,Promoter:Ccnc;Exon:Ccnc;Intron:Ccnc,chr4:21727028-21727047(+)
61253,chr4:21766764-21767606,842,1308,0.973,Y,"Promoter:Usp45,Tstd3;Exon:Tstd3;Intron:Tstd3",
61263,chr4:21814008-21814706,698,1261,0.938,Y,Intron:Usp45,chr4:21814278-21814297(-)
61269,chr4:21847061-21847961,900,1280,0.952,Y,Promoter:Pnisr;Exon:Pnisr,chr4:21847554-21847573(+)
61292,chr4:21951389-21952011,622,1118,0.832,Y,Intron:Faxc,chr4:21951628-21951647(-)
61293,chr4:21957564-21958228,664,1138,0.847,Y,Intron:Faxc,chr4:21957784-21957803(-)
61299,chr4:22017900-22018435,535,1129,0.84,Y,Intergenic,"chr4:22018014-22018033(+),chr4:22018105-22018124(+)"
61407,chr4:24154123-24154775,652,1222,0.909,Y,Intergenic,chr4:24154605-24154624(-)
61437,chr4:24574148-24574719,571,1307,0.972,Y,Exon:Mms22l;Intron:Mms22l,chr4:24574459-24574478(-)
61469,chr4:24897529-24898416,887,1295,0.964,Y,Promoter:Ndufaf4;Exon:Ndufaf4;Intron:Ndufaf4,"chr4:24898023-24898042(+),chr4:24898067-24898086(-)"
61534,chr4:26247933-26248767,834,1200,0.893,Y,Intergenic,chr4:26248393-26248412(+)
61711,chr4:31419188-31419767,579,1194,0.888,Y,Intergenic,chr4:31419435-31419454(-)
61772,chr4:32055111-32055547,436,1216,0.905,Y,Intergenic,chr4:32055304-32055323(+)
61773,chr4:32057010-32057577,567,1213,0.903,Y,Intergenic,chr4:32057242-32057261(-)
61806,chr4:32248110-32248833,723,1307,0.972,Y,Intron:Bach2,chr4:32248453-32248472(-)
61881,chr4:32551279-32551864,585,1135,0.844,Y,Intron:Bach2,chr4:32551538-32551557(-)
61886,chr4:32572046-32572605,559,1138,0.847,Y,Promoter:Bach2os;Intron:Bach2,chr4:32572297-32572316(-)
61890,chr4:32586562-32587126,564,1216,0.905,Y,Intergenic,chr4:32586788-32586807(+)
61967,chr4:32950331-32951642,1311,1200,0.893,Y,Promoter:Ankrd6;Exon:Ankrd6;Intron:Ankrd6,chr4:32950638-32950657(+)
61988,chr4:33018156-33018822,666,1310,0.975,Y,Exon:Rragd;Intron:Rragd,chr4:33018567-33018586(-)
61999,chr4:33119074-33119467,393,1159,0.862,Y,Intergenic,chr4:33119311-33119330(-)
62014,chr4:33204583-33205159,576,1248,0.929,Y,Intergenic,chr4:33204875-33204894(-)
62035,chr4:33292674-33293361,687,1244,0.926,Y,Intergenic,"chr4:33292979-33292998(-),chr4:33292981-33293000(+)"
62059,chr4:33396058-33396916,858,1300,0.967,Y,Intron:Rngtt,chr4:33396667-33396686(+)
62129,chr4:34231133-34231728,595,1160,0.863,Y,Intergenic,chr4:34231481-34231500(-)
62175,chr4:34701301-34702549,1248,1192,0.887,Y,Intron:Cfap206,"chr4:34702393-34702412(+),chr4:34701685-34701704(+)"
62191,chr4:34777955-34778899,944,1293,0.962,Y,Promoter:Smim8;Exon:Smim8;Intron:Smim8,chr4:34778351-34778370(-)
62218,chr4:34905228-34906070,842,1141,0.849,Y,Exon:Cga;Intron:Cga,chr4:34905600-34905619(-)
62220,chr4:34922222-34922919,697,1207,0.898,Y,Intergenic,"chr4:34922635-34922654(+),chr4:34922375-34922394(-)"
62276,chr4:35157061-35157889,828,1226,0.912,Y,Promoter:Mob3b;Exon:Mob3b;Intron:Mob3b,chr4:35157496-35157515(-)
62300,chr4:35372886-35373370,484,1242,0.924,Y,Intergenic,chr4:35373070-35373089(+)
62448,chr4:40014560-40015157,597,1181,0.879,Y,Intergenic,chr4:40014746-40014765(-)
62453,chr4:40134629-40135158,529,1254,0.933,Y,Intergenic,chr4:40134922-40134941(+)
62462,chr4:40182710-40183467,757,1215,0.904,Y,Exon:Aco1;Intron:Aco1,chr4:40183114-40183133(+)
62492,chr4:40285593-40286235,642,1236,0.92,Y,Intergenic,chr4:40285797-40285816(-)
62498,chr4:40301093-40301637,544,1297,0.965,Y,Intergenic,chr4:40301283-40301302(+)
62537,chr4:40680323-40681058,735,1261,0.938,Y,Promoter:Gm12391,chr4:40680609-40680628(+)
62568,chr4:40774246-40774761,515,1243,0.925,Y,Promoter:Gm12396,chr4:40774489-40774508(+)
62624,chr4:40970578-40972284,1706,1225,0.911,Y,Promoter:Nfx1;Exon:Nfx1;Intron:Nfx1,"chr4:40970764-40970783(+),chr4:40971945-40971964(-),chr4:40971298-40971317(-)"
62640,chr4:41050651-41051252,601,1283,0.955,Y,Promoter:Gm25637,"chr4:41050843-41050862(-),chr4:41050846-41050865(+)"
62644,chr4:41063829-41064341,512,1216,0.905,Y,Intergenic,chr4:41064100-41064119(-)
62660,chr4:41118842-41119350,508,1299,0.967,Y,Exon:Nol6;Intron:Nol6,"chr4:41119130-41119149(+),chr4:41119117-41119136(-)"
62663,chr4:41129007-41129790,783,1226,0.912,Y,Intergenic,"chr4:41129565-41129584(+),chr4:41129208-41129227(-),chr4:41129170-41129189(+)"
62675,chr4:41166016-41166638,622,1178,0.876,Y,Intron:Ube2r2,"chr4:41166244-41166263(+),chr4:41166242-41166261(-)"
62685,chr4:41225354-41226799,1445,1192,0.887,Y,Exon:Ubap2;Intron:Ubap2,"chr4:41226543-41226562(-),chr4:41225366-41225385(+),chr4:41225591-41225610(+)"
62699,chr4:41286314-41286881,567,1189,0.885,Y,Intergenic,chr4:41286613-41286632(-)
62724,chr4:41390008-41390704,696,1297,0.965,Y,Exon:Ubap1,chr4:41390300-41390319(-)
62736,chr4:41468279-41469044,765,1133,0.843,Y,Intron:Nudt2,chr4:41468842-41468861(+)
62753,chr4:41522724-41523371,647,1249,0.929,Y,"Intron:Fam219a,Gm12404","chr4:41523035-41523054(+),chr4:41523282-41523301(+)"
62762,chr4:41552429-41552982,553,1211,0.901,Y,Intron:Fam219a,"chr4:41552490-41552509(+),chr4:41552684-41552703(+)"
62770,chr4:41614054-41614574,520,1310,0.975,Y,Exon:Dnaic1;Intron:Dnaic1,"chr4:41614332-41614351(-),chr4:41614453-41614472(+),chr4:41614266-41614285(+)"
62782,chr4:41653157-41653915,758,1255,0.934,Y,Intergenic,chr4:41653520-41653539(-)
62795,chr4:41714241-41714774,533,1191,0.886,Y,Promoter:Rpp25l;Intron:Il11ra1,"chr4:41714465-41714484(+),chr4:41714434-41714453(+)"
62802,chr4:41737548-41738183,635,1189,0.885,Y,Intron:Il11ra1,chr4:41737750-41737769(-)
62804,chr4:41755468-41756501,1033,1283,0.955,Y,"Promoter:Galt,Sigmar1;Exon:Galt;Intron:Galt,Il11ra1","chr4:41756214-41756233(-),chr4:41756196-41756215(+)"
62821,chr4:42876839-42877335,496,1130,0.841,Y,Intergenic,chr4:42877083-42877102(+)
62836,chr4:42945627-42946642,1015,1194,0.888,Y,Intergenic,"chr4:42946516-42946535(+),chr4:42946123-42946142(-)"
62838,chr4:42954299-42954715,416,1273,0.947,Y,Intron:Dnajb5,chr4:42954493-42954512(-)
62841,chr4:42961554-42962067,513,1128,0.839,Y,Intergenic,chr4:42961775-42961794(-)
62843,chr4:42965271-42965747,476,1233,0.917,Y,Intergenic,chr4:42965496-42965515(-)
62855,chr4:43005649-43006155,506,1237,0.92,Y,Intron:Fancg,"chr4:43005953-43005972(+),chr4:43005873-43005892(+)"
62864,chr4:43025153-43026110,957,1328,0.988,Y,Promoter:Pigo;Exon:Pigo;Intron:Pigo,"chr4:43025869-43025888(-),chr4:43025494-43025513(-)"
62871,chr4:43046935-43047618,683,1249,0.929,Y,"Promoter:Fam214b,Gm26881;Intron:Gm26881",chr4:43047383-43047402(+)
62873,chr4:43052420-43053189,769,1185,0.882,Y,Exon:Gm26881;Intron:Gm26881,"chr4:43052492-43052511(+),chr4:43052863-43052882(-),chr4:43052495-43052514(+),chr4:43052531-43052550(+)"
62928,chr4:43419927-43420914,987,1304,0.97,Y,Intron:Rusc2,chr4:43420528-43420547(-)
62931,chr4:43431614-43432180,566,1309,0.974,Y,Intergenic,chr4:43431826-43431845(+)
62933,chr4:43441518-43442594,1076,1319,0.981,Y,Promoter:Tesk1;Exon:Tesk1,"chr4:43442127-43442146(+),chr4:43441564-43441583(+),chr4:43441808-43441827(+),chr4:43442394-43442413(+)"
62961,chr4:43530541-43531054,513,1242,0.924,Y,Intergenic,chr4:43530785-43530804(+)
62983,chr4:43629946-43630637,691,1277,0.95,Y,"Promoter:Npr2,Gm25262","chr4:43630589-43630608(+),chr4:43630342-43630361(+)"
62993,chr4:43671970-43672560,590,1286,0.957,Y,Intron:Tmem8b,chr4:43672267-43672286(+)
63001,chr4:43711680-43712237,557,1302,0.969,Y,Promoter:Olfr71,chr4:43712020-43712039(-)
63004,chr4:43724681-43725403,722,1182,0.879,Y,Promoter:Hrct1,chr4:43724940-43724959(+)
63008,chr4:43744864-43745834,970,1152,0.857,Y,Intergenic,chr4:43745359-43745378(+)
63011,chr4:43763348-43763868,520,1192,0.887,Y,Intergenic,chr4:43763637-43763656(+)
63027,chr4:43861086-43861557,471,1250,0.93,Y,Intergenic,chr4:43861330-43861349(-)
63036,chr4:43906212-43906928,716,1122,0.835,Y,Promoter:Gm27265;Intron:Reck,chr4:43906660-43906679(+)
63038,chr4:43925667-43926317,650,1289,0.959,Y,Intron:Reck,"chr4:43925988-43926007(+),chr4:43925908-43925927(-),chr4:43925986-43926005(-)"
63046,chr4:43957096-43957773,677,1277,0.95,Y,Promoter:Glipr2;Exon:Glipr2,"chr4:43957355-43957374(-),chr4:43957174-43957193(-),chr4:43957357-43957376(+)"
63055,chr4:43982227-43982941,714,1316,0.979,Y,Promoter:Ccin,"chr4:43982569-43982588(-),chr4:43982550-43982569(+)"
63075,chr4:44065602-44066126,524,1336,0.994,Y,Intron:Gne,"chr4:44065584-44065603(-),chr4:44065884-44065903(+)"
63088,chr4:44119390-44120187,797,1188,0.884,Y,Promoter:Gm12504,chr4:44119603-44119622(-)
63101,chr4:44173022-44173549,527,1189,0.885,Y,Intergenic,chr4:44173330-44173349(+)
63129,chr4:44292432-44292987,555,1219,0.907,Y,Intergenic,"chr4:44292791-44292810(-),chr4:44292793-44292812(+)"
63154,chr4:44402493-44403121,628,1266,0.942,Y,Intergenic,
63176,chr4:44564440-44565116,676,1300,0.967,Y,Intron:Pax5,"chr4:44564821-44564840(+),chr4:44564744-44564763(+)"
63177,chr4:44577134-44577689,555,1126,0.838,Y,Intron:Pax5,chr4:44577473-44577492(+)
63238,chr4:44970752-44971352,600,1180,0.878,Y,"Exon:Gm12493,Gm12679;Intron:Gm12493,Gm12679","chr4:44971071-44971090(+),chr4:44970977-44970996(+)"
63239,chr4:44973366-44973811,445,1302,0.969,Y,Intron:Gm12679,"chr4:44973550-44973569(+),chr4:44973553-44973572(+),chr4:44973614-44973633(+)"
63247,chr4:45015446-45016193,747,1152,0.857,Y,Intergenic,chr4:45015821-45015840(+)
63263,chr4:45097076-45097987,911,1315,0.978,Y,Intergenic,"chr4:45097655-45097674(+),chr4:45097309-45097328(+)"
63265,chr4:45107672-45108459,787,1216,0.905,Y,Promoter:Tomm5;Exon:Tomm5;Intron:Tomm5,"chr4:45108207-45108226(+),chr4:45108073-45108092(-)"
63289,chr4:45280063-45280759,696,1248,0.929,Y,Intron:Frmpd1,chr4:45280307-45280326(-)
63368,chr4:45611845-45612501,656,1123,0.836,Y,Intergenic,chr4:45612291-45612310(-)
63398,chr4:45771619-45772117,498,1169,0.87,Y,Intergenic,chr4:45771851-45771870(-)
63407,chr4:45820044-45820646,602,1248,0.929,Y,Intron:Igfbpl1,chr4:45820267-45820286(+)
63412,chr4:45844159-45844736,577,1226,0.912,Y,Intergenic,"chr4:45844488-45844507(-),chr4:45844629-45844648(-)"
63415,chr4:45855730-45856498,768,1257,0.935,Y,Intron:Stra6l,chr4:45855960-45855979(-)
63421,chr4:45878762-45879465,703,1219,0.907,Y,Exon:Stra6l;Intron:Stra6l,chr4:45879112-45879131(-)
63430,chr4:45941381-45942170,789,1296,0.964,Y,Exon:Ccdc180;Intron:Ccdc180,"chr4:45941694-45941713(+),chr4:45941944-45941963(+)"
63434,chr4:45971856-45972962,1106,1239,0.922,Y,Exon:Tdrd7;Intron:Tdrd7,chr4:45972158-45972177(+)
63458,chr4:46126489-46127131,642,1234,0.918,Y,Intron:Tstd2,chr4:46126709-46126728(-)
63459,chr4:46130155-46130629,474,1215,0.904,Y,Intron:Tstd2,chr4:46130398-46130417(+)
63472,chr4:46201939-46202999,1060,1280,0.952,Y,Intergenic,chr4:46202340-46202359(+)
63494,chr4:46356590-46357152,562,1273,0.947,Y,Intergenic,chr4:46356916-46356935(+)
63498,chr4:46374369-46375402,1033,1307,0.972,Y,Intergenic,"chr4:46375199-46375218(+),chr4:46374652-46374671(-)"
63501,chr4:46390077-46390869,792,1293,0.962,Y,Promoter:Trmo,chr4:46390633-46390652(+)
63517,chr4:46450472-46451245,773,1142,0.85,Y,Promoter:Anp32b;Exon:Anp32b,chr4:46450716-46450735(+)
63521,chr4:46462927-46463789,862,1136,0.845,Y,Intron:Anp32b,"chr4:46463023-46463042(+),chr4:46463354-46463373(-),chr4:46463629-46463648(+)"
63530,chr4:46497467-46498127,660,1314,0.978,Y,Intron:Nans,"chr4:46497662-46497681(+),chr4:46497725-46497744(+),chr4:46498114-46498133(+)"
63531,chr4:46498801-46499377,576,1249,0.929,Y,Exon:Nans;Intron:Nans,chr4:46499181-46499200(-)
63533,chr4:46507756-46508740,984,1302,0.969,Y,Intron:Trim14,"chr4:46508265-46508284(+),chr4:46508672-46508691(+),chr4:46508710-46508729(-),chr4:46508255-46508274(+)"
63564,chr4:46602000-46602716,716,1317,0.98,Y,Promoter:Coro2a;Exon:Coro2a,chr4:46602246-46602265(+)
63566,chr4:46611051-46611641,590,1305,0.971,Y,Intron:Tbc1d2,"chr4:46611624-46611643(-),chr4:46611407-46611426(+)"
63578,chr4:46656875-46657755,880,1303,0.969,Y,Intergenic,chr4:46657306-46657325(-)
63583,chr4:46689136-46689915,779,1300,0.967,Y,Intron:Gabbr2,chr4:46689582-46689601(+)
63637,chr4:47020441-47021154,713,1259,0.937,Y,Intron:Anks6,chr4:47020764-47020783(-)
63641,chr4:47037089-47037946,857,1260,0.938,Y,Intron:Anks6,chr4:47037493-47037512(-)
63643,chr4:47050081-47050708,627,1293,0.962,Y,Intron:Anks6,"chr4:47050541-47050560(+),chr4:47050411-47050430(+),chr4:47050409-47050428(-)"
63655,chr4:47121924-47122698,774,1263,0.94,Y,Exon:Galnt12;Intron:Galnt12,chr4:47122284-47122303(+)
63667,chr4:47234565-47235589,1024,1291,0.961,Y,Intron:Col15a1,chr4:47235020-47235039(+)
63672,chr4:47255640-47256130,490,1256,0.935,Y,Intron:Col15a1,chr4:47255843-47255862(-)
63700,chr4:47419266-47419988,722,1258,0.936,Y,Intergenic,"chr4:47419746-47419765(-),chr4:47419748-47419767(+)"
63705,chr4:47437806-47438519,713,1304,0.97,Y,Intergenic,chr4:47438177-47438196(+)
63711,chr4:47502233-47503122,889,1282,0.954,Y,Intergenic,
63794,chr4:48225087-48225617,530,1230,0.915,Y,Intron:Erp44,chr4:48225335-48225354(+)
63818,chr4:48407245-48407890,645,1293,0.962,Y,Exon:Invs;Intron:Invs,chr4:48407491-48407510(-)
63854,chr4:48555755-48556508,753,1113,0.828,Y,Intron:Msantd3,chr4:48555934-48555953(-)
63873,chr4:48633819-48634434,615,1133,0.843,Y,Intron:Tmeff1,"chr4:48634237-48634256(+),chr4:48633837-48633856(-)"
63883,chr4:48690333-48691137,804,1197,0.891,Y,Intergenic,"chr4:48690732-48690751(+),chr4:48690850-48690869(-)"
63888,chr4:48771182-48771783,601,1128,0.839,Y,Intergenic,chr4:48771567-48771586(+)
63889,chr4:48779189-48779613,424,1252,0.932,Y,Intergenic,chr4:48779378-48779397(+)
63931,chr4:49322083-49322976,893,1199,0.892,Y,Intron:Plppr1,chr4:49322455-49322474(-)
63955,chr4:49567491-49568145,654,1225,0.911,Y,Intergenic,"chr4:49567800-49567819(+),chr4:49567914-49567933(+),chr4:49567797-49567816(-)"
63962,chr4:49626936-49627643,707,1215,0.904,Y,Intergenic,"chr4:49627211-49627230(+),chr4:49627209-49627228(-)"
63972,chr4:49688513-49689092,579,1226,0.912,Y,Intron:Grin3a,chr4:49688800-49688819(+)
64081,chr4:52459509-52460184,675,1158,0.862,Y,Exon:Smc2;Intron:Smc2,chr4:52459909-52459928(-)
64098,chr4:52726286-52727258,972,1290,0.96,Y,Intergenic,chr4:52726826-52726845(-)
64144,chr4:53110245-53110768,523,1133,0.843,Y,Intron:Abca1,"chr4:53110531-53110550(-),chr4:53110534-53110553(+)"
64156,chr4:53158491-53159059,568,1176,0.875,Y,Promoter:Abca1;Intron:Abca1,"chr4:53158783-53158802(-),chr4:53158775-53158794(+),chr4:53158808-53158827(-)"
64199,chr4:53384413-53385151,738,1281,0.953,Y,Intergenic,"chr4:53384833-53384852(+),chr4:53384570-53384589(+)"
64242,chr4:53594133-53594637,504,1144,0.851,Y,Intron:Slc44a1,chr4:53594425-53594444(-)
64244,chr4:53600446-53601105,659,1240,0.923,Y,Intron:Slc44a1,"chr4:53600671-53600690(+),chr4:53600629-53600648(+)"
64258,chr4:53738985-53739915,930,1131,0.842,Y,Intron:Fktn,chr4:53739445-53739464(+)
64286,chr4:53884367-53885408,1041,1230,0.915,Y,Intergenic,"chr4:53884858-53884877(+),chr4:53884856-53884875(-)"
64290,chr4:53918992-53919972,980,1115,0.83,Y,Intergenic,"chr4:53919296-53919315(-),chr4:53919391-53919410(-)"
64292,chr4:53931299-53931795,496,1185,0.882,Y,Intergenic,chr4:53931574-53931593(+)
64421,chr4:55240443-55240897,454,1271,0.946,Y,Intron:Gm12514,"chr4:55240669-55240688(+),chr4:55240468-55240487(-),chr4:55240667-55240686(-)"
64433,chr4:55292209-55292690,481,1139,0.847,Y,Intergenic,chr4:55292459-55292478(+)
64488,chr4:55480402-55480782,380,1245,0.926,Y,Intergenic,
